Id;R;Nome;Squadra;Pv;Mv;Fm;Gf;Gs;Ass;Amm;Esp;Au
5131;C;Gilmour;Napoli;6;6;6,42;1;0;0;1;0;0
4287;C;Lobotka;Napoli;13;6,08;6,04;0;0;0;1;0;0
6898;C;Keita M.;Parma;16;5,88;5,84;0;0;0;1;0;0
7209;C;Sorensen O.;Parma;16;5,84;5,97;1;0;0;2;0;0
6844;C;Rowe;Bologna;10;6,05;5,95;0;0;0;2;0;0
7254;C;Lorran;Pisa;3;6;7;1;0;0;0;0;0
801;C;Gagliardini;Verona;13;5,88;5,92;1;0;0;5;0;0
4947;C;Brescianini;Fiorentina;4;6,25;6,88;1;0;0;1;0;0
788;C;Freuler;Bologna;10;6,05;5,95;0;0;0;2;0;0
6206;C;Fabbian;Bologna;10;5,85;6,15;1;0;0;0;0;0
184;C;Bernardeschi;Bologna;11;5,82;6;1;0;0;2;0;0
1871;C;Deiola;Cagliari;12;6,04;6;0;0;1;3;0;0
6294;C;Ndour;Fiorentina;13;5,69;5,88;1;0;0;1;0;0
5301;C;Luis Henrique;Inter;11;5,91;6;0;0;1;0;0;0
2529;C;Mkhitaryan;Inter;12;6,04;5,96;0;0;0;2;0;0
5813;C;Miretti;Juventus;5;6,2;6,7;1;0;0;1;0;0
181;C;Vecino;Lazio;10;6;6,05;0;0;1;1;0;0
5992;C;Bondo;Cremonese;18;5,92;5,81;0;0;0;4;0;0
5295;C;Musah;Atalanta;9;6;6;0;0;0;0;0;0
5318;C;Tramoni M.;Pisa;15;5,67;5,9;1;0;1;2;0;0
795;C;El Shaarawy;Roma;10;6;6,05;0;0;1;2;0;0
5823;C;Baldanzi;Roma;9;6;6,22;1;0;0;2;0;0
1976;C;Mazzitelli;Cagliari;5;6,1;6,4;0;0;2;2;0;0
7318;C;Gandelman;Lecce;0;0;0;0;0;0;0;0;0
5784;C;Aebischer;Pisa;18;5,78;5,67;0;0;0;4;0;0
5858;C;Ferguson;Bologna;11;5,86;5,82;0;0;0;1;0;0
2842;C;Zanimacchia;Cremonese;0;0;0;0;0;0;0;0;0
6917;C;Masini;Genoa;14;5,89;5,79;0;0;0;3;0;0
5685;C;Koopmeiners;Juventus;16;5,66;5,5;0;0;0;5;0;0
6394;C;Ramadani;Lecce;18;5,78;5,67;0;0;0;4;0;0
6984;C;Ondrejka;Parma;6;5,83;5,83;0;0;0;0;0;0
7149;C;Marin M.;Pisa;12;5,83;5,75;0;0;0;2;0;0
6271;C;El Aynaoui;Roma;9;6;6;0;0;1;2;0;0
4890;C;Tameze;Torino;14;5,82;5,79;0;0;0;1;0;0
5540;C;Niasse;Verona;10;5,9;5,95;0;0;1;1;0;0
6218;C;Oristanio;Parma;8;5,75;5,69;0;0;0;1;0;0
4896;C;Maldini;Atalanta;6;5,92;5,83;0;0;0;1;0;0
27;C;Grassi;Cremonese;12;5,71;5,62;0;0;0;2;0;0
6106;C;Carboni V.;Genoa;10;5,7;5,6;0;0;0;2;0;0
2848;C;Frattesi;Inter;5;6;6;0;0;0;0;0;0
4459;C;Rovella;Lazio;4;6;6,12;0;0;1;1;0;0
6634;C;Tete Morente;Lecce;13;5,58;5,58;0;0;1;2;0;0
4856;C;Chukwueze;Milan;1;5,5;5,5;0;0;0;0;0;0
5290;C;Estevez;Parma;10;5,75;5,65;0;0;0;2;0;0
5319;C;Sohm;Fiorentina;12;5,54;5,54;0;0;1;2;0;0
7145;C;Piccinini G.;Pisa;9;5,83;5,72;0;0;0;2;0;0
6190;C;Pisilli;Roma;4;6;6,25;0;0;1;0;0;0
4930;C;Ghion;Sassuolo;0;0;0;0;0;0;0;0;0
7157;C;Iannoni;Sassuolo;3;6,17;7,17;1;0;0;2;0;0
6170;C;Gineitis;Torino;11;5,68;5,68;0;0;0;0;0;0
5007;C;Ilic;Torino;7;6;5,86;0;0;0;2;0;0
7203;C;Jashari;Milan;2;5,75;5,75;0;0;0;0;0;0
7010;C;Al-Musrati;Verona;6;5,92;5,83;0;0;1;3;0;0
4349;C;Nicolussi Caviglia;Fiorentina;8;5,62;5,62;0;0;1;4;0;0
4479;C;Elmas;Napoli;13;5,58;5,54;0;0;0;1;0;0
6225;C;El Azzouzi;Bologna;0;0;0;0;0;0;0;0;0
5863;C;Castagnetti;Cremonese;0;0;0;0;0;0;0;0;0
6010;C;Fazzini;Fiorentina;8;5,81;5,81;0;0;0;0;0;0
4970;C;Messias;Genoa;4;6;6;0;0;0;0;0;0
5719;C;Asllani;Torino;14;5,57;5,25;0;0;0;3;0;0
4911;C;Douglas Luiz;Juventus;0;0;0;0;0;0;0;0;0
6191;C;Belahyane;Lazio;7;5,79;5,71;0;0;1;1;1;0
6629;C;Dele-Bashiru;Lazio;6;5,67;5,67;0;0;0;0;0;0
6410;C;Kaba;Lecce;9;5,72;5,72;0;0;0;0;0;0
5457;C;Maleh;Lecce;6;5,83;5,67;0;0;0;2;0;0
7138;C;Ordonez C.;Parma;8;5,56;5,31;0;0;0;2;1;0
7150;C;Vural;Pisa;8;5,81;5,62;0;0;0;3;0;0
5850;C;Lovric;Udinese;3;5,67;5,83;0;0;1;1;0;0
7208;C;Miller L.;Udinese;4;6,12;6;0;0;0;1;0;0
5610;C;Vranckx;Sassuolo;10;5,65;5,6;0;0;0;1;0;0
6528;C;Sarmiento J.;Cremonese;5;5,9;5,9;0;0;0;0;0;0
5286;C;Akpa Akpro;Verona;9;5,89;5,67;0;0;0;4;0;0
6676;C;Engelhardt;Como;0;0;0;0;0;0;0;0;0
4284;C;Sergi Roberto;Como;4;5,88;5,62;0;0;0;2;0;0
7132;C;Collocolo;Cremonese;3;6,17;6;0;0;0;1;0;0
5857;C;Pickel;Cremonese;0;0;0;0;0;0;0;0;0
6804;C;Richardson;Fiorentina;1;5,5;5,5;0;0;0;0;0;0
5788;C;Sabiri;Fiorentina;1;5,5;5,5;0;0;0;0;0;0
6722;C;Gronbaek;Genoa;2;5,5;5,25;0;0;0;1;0;0
5872;C;Helgason;Lecce;3;5,5;5,5;0;0;0;0;0;0
4423;C;Hernani;Parma;3;5,67;5,67;0;0;0;0;0;0
7147;C;Hojholt;Pisa;6;5,67;5,58;0;0;0;1;0;0
6219;C;Boloca;Sassuolo;2;5,75;5,75;0;0;0;0;0;0
6246;C;Lipani;Sassuolo;5;5,7;5,7;0;0;0;0;0;0
6889;C;Anjorin;Torino;3;5,67;5,5;0;0;0;1;0;0
6212;C;Zarraga;Udinese;4;5,75;5,62;0;0;0;1;0;0
2117;C;Kastanos;Verona;1;6;6;0;0;0;0;0;0
5688;C;Harroui;Verona;5;5,6;5,6;0;0;0;0;0;0
6677;C;Adzic;Juventus;3;6,17;7,17;1;0;0;0;0;0
6005;C;Ilkhan;Torino;3;5,5;5,5;0;0;0;0;0;0
6506;C;Fini;Genoa;1;5,5;5,5;0;0;0;0;0;0
6274;C;Diouf;Inter;2;6;6;0;0;0;0;0;0
7246;C;Sala A.;Lecce;4;5,75;6;0;0;1;0;0;0
7248;C;Gorter;Lecce;1;5,5;5,5;0;0;0;0;0;0
5561;C;Stengs;Pisa;0;0;0;0;0;0;0;0;0
6538;C;Onana J.;Genoa;1;5,5;5,5;0;0;0;0;0;0
6024;C;Sulemana I.;Bologna;1;5,5;5;0;0;0;1;0;0
7165;C;Liteta;Cagliari;2;5,75;5,75;0;0;0;0;0;0
6656;C;Braunoder;Como;0;0;0;0;0;0;0;0;0
2553;C;Alli;Como;0;0;0;0;0;0;0;0;0
2274;C;Valoti;Cremonese;0;0;0;0;0;0;0;0;0
5516;C;Bianco;Fiorentina;0;0;0;0;0;0;0;0;0
7135;C;Stanciu;Genoa;4;5,5;4,75;0;0;0;0;0;0
6980;C;Venturino;Genoa;1;6;6;0;0;0;0;0;0
6633;C;Pierret;Lecce;1;6;6;0;0;0;0;0;0
6222;C;Rafia;Lecce;0;0;0;0;0;0;0;0;0
6645;C;Marchwinski;Lecce;0;0;0;0;0;0;0;0;0
6678;C;Liberali;Milan;0;0;0;0;0;0;0;0;0
7151;C;Arena;Pisa;0;0;0;0;0;0;0;0;0
5824;C;Pafundi;Udinese;0;0;0;0;0;0;0;0;0
7177;C;Santiago;Verona;0;0;0;0;0;0;0;0;0
6618;C;Cissè A.;Verona;0;0;0;0;0;0;0;0;0
6486;C;Suslov;Verona;0;0;0;0;0;0;0;0;0
2076;C;Rog;Cagliari;0;0;0;0;0;0;0;0;0
7025;C;Cuenca H.;Genoa;0;0;0;0;0;0;0;0;0
7223;C;Vergara;Napoli;0;0;0;0;0;0;0;0;0
4677;C;Cornet;Genoa;3;4,83;3,83;0;0;0;0;0;0
7276;C;Cremaschi;Parma;0;0;0;0;0;0;0;0;0
2764;A;Martinez L.;Inter;18;6,36;8,19;10;0;4;2;0;0
6434;A;Yildiz;Juventus;18;6,5;7,72;6;0;4;0;0;0
4871;A;Thuram;Inter;13;6,46;7,88;6;0;1;1;0;0
4510;A;Leao;Milan;12;6,29;8,08;7;0;1;1;0;0
6052;A;Hojlund;Napoli;14;6,18;7,57;6;0;2;1;0;0
5734;A;Soulè;Roma;18;6,19;7,17;5;0;3;1;0;0
6572;A;Castro S.;Bologna;16;6,06;7,03;5;0;1;1;0;0
5637;A;Davis K.;Udinese;18;6,25;7,17;5;0;3;3;0;0
7017;A;Douvikas;Como;17;6,18;7,24;6;0;0;0;0;0
531;A;Berardi;Sassuolo;11;6,45;7,73;4;0;3;2;0;0
2137;A;Scamacca;Atalanta;12;6,17;7,38;5;0;0;1;0;0
2499;A;Vardy;Cremonese;15;6,1;7,03;5;0;0;2;0;0
505;A;Bonazzoli;Cremonese;16;6,34;7,34;5;0;2;2;0;0
2061;A;Simeone;Torino;16;6,12;7,06;5;0;0;0;0;0
7023;A;Pellegrino M.;Parma;18;6,17;6,92;5;0;0;3;0;0
6060;A;Laurientè;Sassuolo;18;6,06;6,69;3;0;3;1;0;0
2097;A;Kean;Fiorentina;18;5,83;6,67;5;0;1;2;0;0
6226;A;Castellanos;Lazio;11;6,09;6,82;2;0;3;2;0;0
6435;A;Krstovic;Atalanta;14;5,93;6,96;4;0;3;1;0;0
6552;A;Orban G.;Verona;15;6;6,93;5;0;1;4;0;0
4436;A;Cambiaghi;Bologna;16;6,09;6,62;2;0;4;3;0;0
4463;A;Esposito Se.;Cagliari;18;6,17;6,67;3;0;2;4;0;0
6646;A;Adams C.;Torino;17;6,03;6,62;3;0;1;0;0;0
7162;A;Giovane;Verona;18;6,06;6,72;3;0;4;2;0;0
5995;A;De Ketelaere;Atalanta;17;6,06;6,47;2;0;2;2;0;0
7071;A;Esposito F.P.;Inter;14;6,25;6,57;1;0;2;1;0;0
2841;A;Vlahovic;Juventus;13;5,96;6,65;3;0;0;0;0;0
6365;A;Ferguson E.;Roma;13;6,15;6,96;3;0;2;1;0;0
2369;A;Thauvin;Udinese;0;0;0;0;0;0;0;0;0
2531;A;Lukaku;Napoli;0;0;0;0;0;0;0;0;0
5455;A;Moreo;Pisa;16;6;6,56;3;0;0;0;0;0
6675;A;Dovbyk;Roma;12;6;6,83;3;0;1;0;0;0
2038;A;Pinamonti;Sassuolo;18;5,83;6,42;4;0;2;1;0;0
7313;A;Ratkov;Lazio;0;0;0;0;0;0;0;0;0
7316;A;Durosinmi;Pisa;0;0;0;0;0;0;0;0;0
4730;A;Lookman;Atalanta;10;5,8;6,4;2;0;0;0;0;0
6669;A;Bonny;Inter;10;6,4;7,9;4;0;3;0;0;0
5336;A;Nzola;Pisa;16;5,91;6,19;3;0;0;1;1;0
4728;A;Nkunku;Milan;11;5,86;6,59;2;0;2;0;0;0
6243;A;Borrelli;Cagliari;17;5,94;6,44;3;0;1;3;0;0
7127;A;Addai;Como;10;6,05;6,8;3;0;0;3;0;0
5544;A;David;Juventus;15;5,7;6,03;2;0;2;0;0;0
5500;A;Cancellieri;Lazio;12;6,17;6,79;3;0;0;3;0;0
7120;A;Lang;Napoli;11;6,09;6,36;1;0;1;2;0;0
4371;A;Raspadori;Napoli;0;0;0;0;0;0;0;0;0
309;A;Dybala;Roma;14;5,96;6,11;1;0;2;0;0;0
2678;A;Fullkrug;Milan;2;5,75;5,75;0;0;0;0;0;0
4923;A;Colombo;Genoa;18;5,81;6,33;4;0;1;1;0;0
6164;A;Vitinha O.;Genoa;15;5,9;6,3;2;0;1;2;0;0
6556;A;Noslin;Lazio;8;5,94;6,56;2;0;0;0;1;0
6001;A;Banda;Lecce;14;6,04;6,39;2;0;1;4;0;0
7008;A;Gimenez;Milan;9;5,56;5,5;0;0;0;1;0;0
6314;A;Openda;Juventus;12;5,88;6,12;1;0;0;0;0;0
5918;A;Sulemana K.;Atalanta;11;6,05;6,55;2;0;1;3;0;0
7129;A;Rodriguez Je.;Como;14;6,07;6,32;0;0;5;1;1;0
4179;A;Gonzalez N.;Juventus;0;0;0;0;0;0;0;0;0
7001;A;N'Dri;Lecce;8;6;6,62;2;0;0;2;0;0
7199;A;Kilicsoy;Cagliari;6;6,42;7,42;2;0;0;1;0;0
6643;A;Dallinga;Bologna;13;5,81;6,08;1;0;1;1;0;0
6822;A;Ekhator;Genoa;12;6;6,42;2;0;0;3;0;0
5506;A;Ekuban;Genoa;16;5,88;6,12;1;0;1;0;0;0
6145;A;Ngonge;Torino;14;5,89;6,11;1;0;1;2;0;0
6667;A;Benedyczak;Parma;9;5,94;6,33;1;0;1;1;0;0
7249;A;Buksa;Udinese;12;5,92;6,12;1;0;0;1;0;0
441;A;Belotti;Cagliari;3;6,33;8,33;2;0;0;0;0;0
2155;A;Cutrone;Parma;13;5,73;5,96;1;0;0;0;0;0
608;A;Zapata D.;Torino;10;5,7;5,7;1;0;0;0;0;0
6630;A;Mosquera;Verona;10;6;6,15;0;0;2;1;0;0
6229;A;Tourè E.;Atalanta;0;0;0;0;0;0;0;0;0
4359;A;Piccoli;Fiorentina;15;5,63;5,83;1;0;0;0;0;0
2489;A;Pedro;Lazio;11;5,95;6,23;1;0;1;2;0;0
5672;A;Dia;Lazio;13;5,62;5,85;1;0;0;0;0;0
479;A;Sanabria;Cremonese;13;5,88;6,12;1;0;1;2;0;0
6380;A;Solomon;Fiorentina;2;6;6;0;0;0;0;0;0
785;A;Immobile;Bologna;3;5,67;5,67;0;0;0;0;0;0
6967;A;Diao;Como;6;5,75;5,75;0;0;0;0;0;0
5496;A;Johnsen;Cremonese;7;5,93;6,5;1;0;1;0;0;0
6409;A;Beltran L.;Fiorentina;0;0;0;0;0;0;0;0;0
6215;A;Lucca;Napoli;9;5,72;6;1;0;0;1;0;0
6827;A;Njie;Torino;3;5,83;7,17;1;0;1;1;0;0
2475;A;Sanchez;Udinese;0;0;0;0;0;0;0;0;0
6439;A;Cheddira;Sassuolo;6;5,92;6,42;1;0;0;1;0;0
7252;A;Stulic;Lecce;17;5,62;5,76;1;0;0;1;0;0
7128;A;Kuhn;Como;8;5,88;5,88;0;0;0;0;0;0
6519;A;Camarda;Lecce;16;5,66;5,62;1;0;0;1;0;0
6836;A;Meister;Pisa;14;5,68;5,86;1;0;0;1;0;0
6205;A;Mulattieri;Sassuolo;0;0;0;0;0;0;0;0;0
6159;A;Sarr A.;Verona;17;5,68;5,68;0;0;0;0;0;0
313;A;Morata;Como;11;5,5;5,18;0;0;0;1;0;0
6895;A;Dominguez B.;Bologna;7;5,71;5,79;0;0;1;1;0;0
5297;A;Luvumbo;Cagliari;9;5,89;5,89;0;0;0;0;0;0
647;A;Dzeko;Fiorentina;8;5,62;5,56;0;0;0;1;0;0
6628;A;Taremi;Inter;0;0;0;0;0;0;0;0;0
6227;A;Okafor;Milan;0;0;0;0;0;0;0;0;0
6207;A;Almqvist;Parma;8;5,88;5,88;0;0;0;0;0;0
7153;A;Lind;Pisa;0;0;0;0;0;0;0;0;0
6653;A;Bravo;Udinese;3;6,17;7;1;0;0;1;0;0
6459;A;Karlsson;Bologna;0;0;0;0;0;0;0;0;0
5512;A;De Luca;Cremonese;1;7;10;1;0;0;0;0;0
6213;A;Brenner;Udinese;0;0;0;0;0;0;0;0;0
7161;A;Bayo V.;Udinese;8;5,75;5,88;0;0;1;0;0;0
6644;A;Rocha Livramento;Verona;0;0;0;0;0;0;0;0;0
5471;A;Djuric;Parma;1;5,5;5;0;0;0;1;0;0
1842;A;Pierini;Sassuolo;3;6;5,83;0;0;0;1;0;0
5845;A;Alvarez A.;Sassuolo;0;0;0;0;0;0;0;0;0
7183;A;Aboukhlal;Torino;7;5,71;5,57;0;0;0;3;0;0
7264;A;Ambrosino;Napoli;1;5,5;5,5;0;0;0;0;0;0
6555;A;Moumbagna;Cremonese;4;5,62;5,62;0;0;0;0;0;0
247;A;Pavoletti;Cagliari;3;6;5,83;0;0;0;1;0;0
7027;A;Azon;Como;0;0;0;0;0;0;0;0;0
6657;A;Gabrielloni;Como;0;0;0;0;0;0;0;0;0
5515;A;Okereke;Cremonese;2;6;6;0;0;0;0;0;0
7134;A;Nasti;Cremonese;0;0;0;0;0;0;0;0;0
2012;A;Milik;Juventus;0;0;0;0;0;0;0;0;0
7171;A;Buffon L.;Pisa;0;0;0;0;0;0;0;0;0
7152;A;Bonfanti N.;Pisa;0;0;0;0;0;0;0;0;0
7158;A;Moro L.;Sassuolo;3;5,67;5,67;0;0;0;0;0;0
7159;A;Skjellerup;Sassuolo;0;0;0;0;0;0;0;0;0
6635;A;Pizarro;Udinese;0;0;0;0;0;0;0;0;0
7213;A;Frigan;Parma;0;0;0;0;0;0;0;0;0
2762;A;Kouamè;Fiorentina;1;6;6;0;0;0;0;0;0
7262;A;Balentien;Milan;0;0;0;0;0;0;0;0;0
7272;A;Gueye;Udinese;2;5,75;5,75;0;0;0;0;0;0
7277;A;Arena A.;Roma;0;0;0;0;0;0;0;0;0
7309;A;Isaac;Verona;0;0;0;0;0;0;0;0;0
7317;A;Trepy;Cagliari;0;0;0;0;0;0;0;0;0
